Ang12(degree)  Ang32(degree)  Natom   Energy_Initial(eV)   Energy_Final(eV) 
    0.601428 	     0.000000 	      53798 	  0.000000000  	 -386973.149506058 
    0.601428 	     0.085921 	     659026 	  0.000000000  	 -4740426.591799150 
    0.601428 	     0.120290 	     336238 	  0.000000000  	 -2418586.672990712 
    0.601428 	     0.200482 	     121046 	  0.000000000  	 -870693.249260274 
    0.601428 	     0.257762 	     659030 	  0.000000000  	 -4740455.586211360 
    0.601428 	     0.300722 	     215194 	  0.000000000  	 -1547907.724660528 
    0.601428 	     0.360865 	     336242 	  0.000000000  	 -2418616.676963254 
    0.601428 	     0.400960 	     484190 	  0.000000000  	 -3482820.065339860 
    0.601428 	     0.451078 	     860786 	  0.000000000  	 -6191709.947284666 
    0.601428 	     0.515514 	    2636174 	  0.000000000  	 -18962243.030032724 
    0.601428 	     0.601428 	      13450 	  0.000000000  	 -96747.144858400 
    0.601428 	     0.735065 	    1089470 	  0.000000000  	 -7836598.301473261 
    0.601428 	     0.801881 	     484214 	  0.000000000  	 -3482955.701568404 
    0.601428 	     0.841969 	     336262 	  0.000000000  	 -2418730.311027028 
    0.601428 	     0.902100 	     215210 	  0.000000000  	 -1547999.415668690 
    0.601428 	     0.945050 	     659086 	  0.000000000  	 -4740778.216931216 
    0.601428 	     1.002314 	     121058 	  0.000000000  	 -870763.008723468 
    0.601428 	     1.082481 	     336278 	  0.000000000  	 -2418821.111913738 
    0.601428 	     1.116837 	     659110 	  0.000000000  	 -4740921.203802800 
    0.601428 	     1.202723 	      53806 	  0.000000000  	 -387020.833579660 
    0.601428 	     1.288603 	     659138 	  0.000000000  	 -4741100.979062460 
    0.601428 	     1.322954 	     336298 	  0.000000000  	 -2418949.564860076 
    0.601428 	     1.403102 	     121070 	  0.000000000  	 -870840.114216320 

    1.276839 	     0.315623 	     589358 	  0.000000000  	 -4239206.943283620 
    1.276839 	     0.411705 	     181894 	  0.000000000  	 -1308344.824925506 
    1.276839 	     0.490326 	     880342 	  0.000000000  	 -6332187.615377886 
    1.276839 	     0.555848 	     261914 	  0.000000000  	 -1883908.161782606 
    1.276839 	     0.658820 	     356482 	  0.000000000  	 -2564108.253356580 
    1.276839 	     0.736056 	     465598 	  0.000000000  	 -3348946.460818154 
    1.276839 	     0.796132 	     589262 	  0.000000000  	 -4238422.134825560 
    1.276839 	     0.844195 	     727474 	  0.000000000  	 -5232535.731975487 
    1.276839 	     0.883521 	     880234 	  0.000000000  	 -6331287.366676548 
    1.276839 	     0.916293 	    1047542 	  0.000000000  	 -7534677.109227676 
    1.276839 	     0.988395 	    1636754 	  0.000000000  	 -11772675.497153284 
    1.276839 	     1.276839 	       7274 	  0.000000000  	 -52319.148452622 
    1.276839 	     1.637459 	    1047398 	  0.000000000  	 -7533404.234907628 
    1.276839 	     1.709590 	     727354 	  0.000000000  	 -5231477.790137508 
    1.276839 	     1.757677 	     589154 	  0.000000000  	 -4237471.563082840 
    1.276839 	     1.817788 	     465502 	  0.000000000  	 -3348103.249220062 
    1.276839 	     1.895074 	     356398 	  0.000000000  	 -2563372.796776414 

    1.782679 	     1.276493 	     683484 	  0.000000000  	 -4915905.432747756 
    1.782679 	     1.310243 	     348718 	  0.000000000  	 -2508124.536308456 
    1.782679 	     1.388991 	     125540 	  0.000000000  	 -902933.821805860 
    1.782679 	     1.445237 	     683502 	  0.000000000  	 -4916012.621699040 
    1.782679 	     1.487421 	     223186 	  0.000000000  	 -1605239.150948590 
    1.782679 	     1.546477 	     348732 	  0.000000000  	 -2508211.158780744 
    1.782679 	     1.613967 	     683524 	  0.000000000  	 -4916155.437384659 
    1.782679 	     1.698326 	    2734146 	  0.000000000  	 -19664965.102452338 
    1.782679 	     1.782679 	      13950 	  0.000000000  	 -100333.379368800 
    1.782679 	     1.867028 	    2734258 	  0.000000000  	 -19665723.530152272 
    1.782679 	     1.979484 	     502226 	  0.000000000  	 -3612175.629308226 
    1.782679 	     2.018841 	     348772 	  0.000000000  	 -2508482.686087592 
    1.782679 	     2.077875 	     223218 	  0.000000000  	 -1605456.402966090 
    1.782679 	     2.176256 	     125564 	  0.000000000  	 -903096.684450080 
    1.782679 	     2.254955 	     348798 	  0.000000000  	 -2508666.997387848 
    1.782679 	     2.372991 	      55810 	  0.000000000  	 -401403.405821370 

